Phone Number,Messages,Phone Calls
330-555-4952,10,5
330-555-4953,14,3
330-555-4954,17,4
330-555-4955,9,10
330-555-4956,2,8
330-555-4957,10,6
330-555-4958,11,2
330-555-4959,17,1
330-555-4960,0,1
330-555-4961,0,2
330-555-4962,12,5
330-555-4963,19,0
330-555-4964,17,8
330-555-4965,13,4
330-555-4966,15,2
330-555-4967,14,2
330-555-4968,17,3
330-555-4969,14,0
330-555-4970,2,10
330-555-4971,13,3
330-555-4972,11,9
330-555-4973,18,10
330-555-4974,17,8
330-555-4975,12,4
330-555-4976,9,8
330-555-4977,4,8
330-555-4978,7,0
330-555-4979,16,7
330-555-4980,3,5
330-555-4981,5,7
330-555-4982,3,4
330-555-4983,13,5
330-555-4984,9,4
330-555-4985,3,8
330-555-4986,1,1
330-555-4987,5,8
330-555-4988,1,3
330-555-4989,19,5
330-555-4990,4,5
330-555-4991,17,10
330-555-4992,13,2
330-555-4993,15,5
330-555-4994,3,7
330-555-4995,11,3
330-555-4996,14,3
330-555-4997,3,7
330-555-4998,3,7
330-555-4999,4,10
330-555-5000,1,2
330-555-5001,7,2
330-555-5002,8,2
330-555-5003,2,8
330-555-5004,10,5
330-555-5005,1,0
330-555-5006,4,6
330-555-5007,12,3
330-555-5008,9,2
330-555-5009,6,4
330-555-5010,19,2
330-555-5011,15,9
330-555-5012,5,8
330-555-5013,17,0
330-555-5014,10,1
330-555-5015,2,9
330-555-5016,16,3
330-555-5017,18,9
330-555-5018,14,0
330-555-5019,19,10
330-555-5020,8,10
330-555-5021,5,2
330-555-5022,4,5
330-555-5023,9,5
330-555-5024,19,3
330-555-5025,7,4
330-555-5026,2,7
330-555-5027,6,7
330-555-5028,3,2
330-555-5029,2,7
330-555-5030,5,10
330-555-5031,18,1
330-555-5032,17,0
330-555-5033,6,0
330-555-5034,6,10
330-555-5035,18,4
330-555-5036,12,2
330-555-5037,14,1
330-555-5038,11,3
330-555-5039,3,0
330-555-5040,17,9
330-555-5041,8,8
330-555-5042,9,1
330-555-5043,16,6
330-555-5044,0,2
330-555-5045,7,6
330-555-5046,13,3
330-555-5047,3,7
330-555-5048,5,6
330-555-5049,13,10
330-555-5050,11,1
330-555-5051,10,6
330-555-5052,8,7
330-555-5053,5,0
330-555-5054,18,3
330-555-5055,16,6
330-555-5056,3,8
330-555-5057,6,3
330-555-5058,17,0
330-555-5059,17,6
330-555-5060,5,6
330-555-5061,5,10
330-555-5062,7,5
330-555-5063,12,0
330-555-5064,7,4
330-555-5065,2,10
330-555-5066,16,6
330-555-5067,0,3
330-555-5068,7,7
330-555-5069,16,9
330-555-5070,14,1
330-555-5071,17,2
330-555-5072,4,10
330-555-5073,5,8
330-555-5074,12,0
330-555-5075,1,3
330-555-5076,8,5
330-555-5077,0,6
330-555-5078,14,1
330-555-5079,17,2
330-555-5080,10,10
330-555-5081,14,0
330-555-5082,7,9
330-555-5083,11,6
330-555-5084,14,9
330-555-5085,1,9
330-555-5086,18,4
330-555-5087,16,2
330-555-5088,12,6
330-555-5089,11,0
330-555-5090,19,8
330-555-5091,20,9
330-555-5092,18,8
330-555-5093,1,10
330-555-5094,12,5
330-555-5095,8,10
330-555-5096,6,6
330-555-5097,4,10
330-555-5098,2,0
330-555-5099,0,5
330-555-5100,3,0
330-555-5101,9,4
330-555-5102,17,1
330-555-5103,3,10
330-555-5104,2,3
330-555-5105,16,5
330-555-5106,17,1
330-555-5107,12,3
330-555-5108,4,9
330-555-5109,6,7
330-555-5110,8,1
330-555-5111,0,5
330-555-5112,11,0
330-555-5113,2,1
330-555-5114,15,4
330-555-5115,6,0
330-555-5116,2,5
330-555-5117,19,8
330-555-5118,0,5
330-555-5119,0,8
330-555-5120,19,6
330-555-5121,8,10
330-555-5122,5,6
330-555-5123,19,8
330-555-5124,2,3
330-555-5125,6,6
330-555-5126,8,5
330-555-5127,11,5
330-555-5128,6,4
330-555-5129,5,10
330-555-5130,1,1
330-555-5131,2,9
330-555-5132,7,2
330-555-5133,14,9
330-555-5134,0,3
330-555-5135,2,4
330-555-5136,20,0
330-555-5137,14,4
330-555-5138,13,4
330-555-5139,11,4
330-555-5140,3,9
330-555-5141,9,5
330-555-5142,13,3
330-555-5143,16,2
330-555-5144,4,9
330-555-5145,5,7
330-555-5146,6,10
330-555-5147,11,3
330-555-5148,18,2
330-555-5149,9,6
330-555-5150,0,10
330-555-5151,17,6
330-555-5152,16,5
330-555-5153,8,2
330-555-5154,6,1
330-555-5155,7,5
330-555-5156,2,7
330-555-5157,11,9
330-555-5158,3,4
330-555-5159,19,7
330-555-5160,5,6
330-555-5161,16,7
330-555-5162,18,0
330-555-5163,5,0
330-555-5164,9,5
330-555-5165,8,10
330-555-5166,17,0
330-555-5167,4,8
330-555-5168,5,8
330-555-5169,0,7
330-555-5170,12,4
330-555-5171,2,9
330-555-5172,13,7
330-555-5173,4,2
330-555-5174,13,3
330-555-5175,16,0
330-555-5176,1,5
330-555-5177,0,9
330-555-5178,13,6
330-555-5179,4,5
330-555-5180,0,6
330-555-5181,8,5
330-555-5182,9,6
330-555-5183,7,1
330-555-5184,10,5
330-555-5185,19,7
330-555-5186,10,0
330-555-5187,2,2
330-555-5188,14,0
330-555-5189,17,3
330-555-5190,4,0
330-555-5191,6,3
330-555-5192,17,1
330-555-5193,12,10
330-555-5194,17,1
330-555-5195,10,4
330-555-5196,10,6
330-555-5197,19,7
330-555-5198,6,7
330-555-5199,4,5
330-555-5200,15,5
330-555-5201,1,7
330-555-5202,0,6
330-555-5203,10,2
330-555-5204,1,4
330-555-5205,19,6
330-555-5206,19,9
330-555-5207,0,0
330-555-5208,20,8
330-555-5209,0,2
330-555-5210,3,6
330-555-5211,13,3
330-555-5212,7,8
330-555-5213,2,8
330-555-5214,11,3
330-555-5215,13,3
330-555-5216,11,5
330-555-5217,1,0
330-555-5218,2,2
330-555-5219,0,2
330-555-5220,0,3
330-555-5221,11,4
330-555-5222,7,3
330-555-5223,6,4
330-555-5224,7,10
330-555-5225,3,2
330-555-5226,19,8
330-555-5227,13,7
330-555-5228,2,7
330-555-5229,7,10
330-555-5230,16,0
330-555-5231,20,9
330-555-5232,17,6
330-555-5233,12,4
330-555-5234,8,1
330-555-5235,4,9
330-555-5236,16,5
330-555-5237,2,6
330-555-5238,0,8
330-555-5239,16,4
330-555-5240,2,10
330-555-5241,13,10
330-555-5242,5,0
330-555-5243,5,8
330-555-5244,2,2
330-555-5245,15,8
330-555-5246,10,7
330-555-5247,12,2
330-555-5248,15,4
330-555-5249,8,0
330-555-5250,10,3
330-555-5251,9,4
330-555-5252,13,2
330-555-5253,14,4
330-555-5254,9,10
330-555-5255,12,5
330-555-5256,10,3
330-555-5257,12,2
330-555-5258,20,2
330-555-5259,7,0
330-555-5260,7,10
330-555-5261,12,2
330-555-5262,15,9
330-555-5263,8,9
330-555-5264,10,2
330-555-5265,12,3
330-555-5266,16,4
330-555-5267,8,6
330-555-5268,12,8
330-555-5269,20,7
330-555-5270,14,2
330-555-5271,3,2
330-555-5272,1,10
330-555-5273,14,3
330-555-5274,15,6
330-555-5275,16,10
330-555-5276,1,0
330-555-5277,11,8
330-555-5278,16,0
330-555-5279,4,4
330-555-5280,18,8
330-555-5281,20,9
330-555-5282,20,7
330-555-5283,3,3
330-555-5284,19,1
330-555-5285,18,9
330-555-5286,12,7
330-555-5287,7,10
330-555-5288,17,4
330-555-5289,11,3
330-555-5290,18,0
330-555-5291,10,2
330-555-5292,12,3
330-555-5293,2,3
330-555-5294,6,4
330-555-5295,1,0
330-555-5296,5,0
330-555-5297,12,7
330-555-5298,4,10
330-555-5299,18,10
330-555-5300,1,4
330-555-5301,5,10
330-555-5302,17,5
330-555-5303,1,6
330-555-5304,9,8
330-555-5305,8,3
330-555-5306,2,6
330-555-5307,9,1
330-555-5308,15,5
330-555-5309,6,3
330-555-5310,18,3
330-555-5311,18,1
330-555-5312,15,7
330-555-5313,5,4
330-555-5314,1,2
330-555-5315,12,2
330-555-5316,4,0
330-555-5317,17,5
330-555-5318,17,7
330-555-5319,0,3
330-555-5320,17,8
330-555-5321,20,0
330-555-5322,19,4
330-555-5323,0,10
330-555-5324,11,1
330-555-5325,6,7
330-555-5326,5,8
330-555-5327,9,7
330-555-5328,0,1
330-555-5329,3,2
330-555-5330,20,3
330-555-5331,0,5
330-555-5332,3,2
330-555-5333,8,9
330-555-5334,11,8
330-555-5335,0,3
330-555-5336,2,5
330-555-5337,18,2
330-555-5338,5,0
330-555-5339,8,9
330-555-5340,20,10
330-555-5341,16,7
330-555-5342,13,1
330-555-5343,20,1
330-555-5344,0,7
330-555-5345,18,8
330-555-5346,11,9
330-555-5347,9,7
330-555-5348,17,9
330-555-5349,20,1
330-555-5350,2,5
330-555-5351,19,4
330-555-5352,1,6
330-555-5353,1,2
330-555-5354,4,3
330-555-5355,18,10
330-555-5356,2,0
330-555-5357,14,6
330-555-5358,9,6
330-555-5359,11,2
330-555-5360,3,3
330-555-5361,6,3
330-555-5362,9,1
330-555-5363,18,4
330-555-5364,17,7
330-555-5365,4,0
330-555-5366,3,1
330-555-5367,3,4
330-555-5368,20,2
330-555-5369,15,1
330-555-5370,19,0
330-555-5371,7,5
330-555-5372,15,9
330-555-5373,17,5
330-555-5374,4,1
330-555-5375,1,2
330-555-5376,4,3
330-555-5377,0,10
330-555-5378,12,7
330-555-5379,16,1
330-555-5380,12,3
330-555-5381,12,3
330-555-5382,11,10
330-555-5383,1,0
330-555-5384,20,3
330-555-5385,5,7
330-555-5386,1,5
330-555-5387,11,0
330-555-5388,5,0
330-555-5389,10,9
330-555-5390,6,5
330-555-5391,8,6
330-555-5392,4,7
330-555-5393,9,9
330-555-5394,10,8
330-555-5395,6,1
330-555-5396,3,4
330-555-5397,5,8
330-555-5398,5,5
330-555-5399,6,6
330-555-5400,18,9
330-555-5401,20,6
330-555-5402,4,9
330-555-5403,8,5
330-555-5404,2,0
330-555-5405,8,2
330-555-5406,19,7
330-555-5407,2,10
330-555-5408,13,8
330-555-5409,11,9
330-555-5410,13,1
330-555-5411,17,2
330-555-5412,19,2
330-555-5413,13,5
330-555-5414,0,2
330-555-5415,19,7
330-555-5416,9,8
330-555-5417,20,3
330-555-5418,14,3
330-555-5419,4,2
330-555-5420,16,0
330-555-5421,19,1
330-555-5422,10,10
330-555-5423,11,4
330-555-5424,2,6
330-555-5425,19,3
330-555-5426,19,0
330-555-5427,6,9
330-555-5428,19,4
330-555-5429,2,2
330-555-5430,12,6
330-555-5431,5,4
330-555-5432,1,4
330-555-5433,18,3
330-555-5434,11,5
330-555-5435,10,6
330-555-5436,5,10
330-555-5437,14,3
330-555-5438,10,1
330-555-5439,9,8
330-555-5440,20,7
330-555-5441,14,0
330-555-5442,20,6
330-555-5443,16,8
330-555-5444,20,5
330-555-5445,6,6
330-555-5446,1,3
330-555-5447,2,2
330-555-5448,2,0
330-555-5449,4,0
330-555-5450,6,10
330-555-5451,0,9
330-555-5452,2,4
330-555-5453,9,5
330-555-5454,7,5
330-555-5455,17,4
330-555-5456,11,9
330-555-5457,3,3
330-555-5458,13,9
330-555-5459,6,7
330-555-5460,11,6
330-555-5461,0,10
330-555-5462,2,1
330-555-5463,19,1
330-555-5464,17,10
330-555-5465,17,10
330-555-5466,5,9
330-555-5467,9,8
330-555-5468,4,1
330-555-5469,18,10
330-555-5470,8,7
330-555-5471,0,10
330-555-5472,5,6
330-555-5473,12,10
330-555-5474,20,0
330-555-5475,19,3
330-555-5476,1,4
330-555-5477,0,5
330-555-5478,4,2
330-555-5479,17,7
330-555-5480,19,10
330-555-5481,13,8
330-555-5482,20,6
330-555-5483,18,1
330-555-5484,9,5
330-555-5485,12,7
330-555-5486,18,8
330-555-5487,8,5
330-555-5488,6,8
330-555-5489,10,5
330-555-5490,20,7
330-555-5491,0,2
330-555-5492,7,4
330-555-5493,8,6
330-555-5494,15,0
330-555-5495,12,5
330-555-5496,8,2
330-555-5497,8,6
330-555-5498,10,7
330-555-5499,7,3
330-555-5500,2,9
330-555-5501,14,0
330-555-5502,20,0
330-555-5503,13,0
330-555-5504,5,0
330-555-5505,15,6
330-555-5506,17,10
330-555-5507,9,0
330-555-5508,17,3
330-555-5509,5,8
330-555-5510,18,10
330-555-5511,10,4
330-555-5512,17,1
330-555-5513,2,7
330-555-5514,16,7
330-555-5515,9,6
330-555-5516,9,3
330-555-5517,4,1
330-555-5518,0,10
330-555-5519,5,3
330-555-5520,16,1
330-555-5521,5,5
330-555-5522,7,1
330-555-5523,20,1
330-555-5524,20,5
330-555-5525,7,0
330-555-5526,12,10
330-555-5527,3,1
330-555-5528,17,3
330-555-5529,15,10
330-555-5530,14,3
330-555-5531,2,10
330-555-5532,13,8
330-555-5533,9,6
330-555-5534,13,8
330-555-5535,0,2
330-555-5536,18,9
330-555-5537,4,4
330-555-5538,15,5
330-555-5539,16,5
330-555-5540,17,0
330-555-5541,15,0
330-555-5542,6,3
330-555-5543,14,1
330-555-5544,15,5
330-555-5545,10,7
330-555-5546,17,9
330-555-5547,15,4
330-555-5548,4,6
330-555-5549,14,5
330-555-5550,19,0
330-555-5551,3,4
330-555-5552,3,0
330-555-5553,4,3
330-555-5554,7,7
330-555-5555,16,1
330-555-5556,4,5
330-555-5557,19,7
330-555-5558,2,5
330-555-5559,20,0
330-555-5560,4,0
330-555-5561,19,10
330-555-5562,6,9
330-555-5563,2,1
330-555-5564,16,5
330-555-5565,8,8
330-555-5566,19,4
330-555-5567,11,2
330-555-5568,7,10
330-555-5569,17,8
330-555-5570,18,8
330-555-5571,7,7
330-555-5572,15,2
330-555-5573,16,0
330-555-5574,10,7
330-555-5575,15,6
330-555-5576,13,0
330-555-5577,2,4
330-555-5578,4,4
330-555-5579,4,7
330-555-5580,18,2
330-555-5581,12,7
330-555-5582,10,4
330-555-5583,12,7
330-555-5584,0,8
330-555-5585,11,9
330-555-5586,5,8
330-555-5587,12,2
330-555-5588,6,3
330-555-5589,3,0
330-555-5590,2,7
330-555-5591,16,10
330-555-5592,8,10
330-555-5593,8,4
330-555-5594,5,0
330-555-5595,14,2
330-555-5596,17,8
330-555-5597,0,3
330-555-5598,12,7
330-555-5599,20,2
330-555-5600,6,6
330-555-5601,9,3
330-555-5602,7,9
330-555-5603,8,0
330-555-5604,7,6
330-555-5605,9,6
330-555-5606,16,7
330-555-5607,1,10
330-555-5608,8,0
330-555-5609,7,9
330-555-5610,7,2
330-555-5611,20,4
330-555-5612,8,3
330-555-5613,17,2
330-555-5614,14,10
330-555-5615,12,2
330-555-5616,11,8
330-555-5617,12,7
330-555-5618,4,9
330-555-5619,3,7
330-555-5620,1,3
330-555-5621,6,1
330-555-5622,7,1
330-555-5623,19,0
330-555-5624,15,5
330-555-5625,3,2
330-555-5626,3,6
330-555-5627,15,7
330-555-5628,12,0
330-555-5629,15,0
330-555-5630,2,4
330-555-5631,15,7
330-555-5632,17,1
330-555-5633,7,1
330-555-5634,14,1
330-555-5635,1,10
330-555-5636,5,8
330-555-5637,11,1
330-555-5638,5,1
330-555-5639,4,1
330-555-5640,13,6
330-555-5641,19,0
330-555-5642,4,2
330-555-5643,19,7
330-555-5644,2,8
330-555-5645,19,2
330-555-5646,1,8
330-555-5647,7,10
330-555-5648,6,5
330-555-5649,1,2
330-555-5650,8,9
330-555-5651,10,10
330-555-5652,8,9
330-555-5653,4,0
330-555-5654,17,7
330-555-5655,9,0
330-555-5656,1,5
330-555-5657,8,7
330-555-5658,12,3
330-555-5659,2,1
330-555-5660,13,0
330-555-5661,6,8
330-555-5662,10,1
330-555-5663,10,0
330-555-5664,2,5
330-555-5665,20,2
330-555-5666,12,0
330-555-5667,7,2
330-555-5668,10,9
330-555-5669,10,3
330-555-5670,4,4
330-555-5671,8,10
330-555-5672,1,0
330-555-5673,10,0
330-555-5674,14,5
330-555-5675,14,5
330-555-5676,14,0
330-555-5677,2,9
330-555-5678,13,4
330-555-5679,11,7
330-555-5680,12,6
330-555-5681,15,0
330-555-5682,13,10
330-555-5683,13,6
330-555-5684,11,0
330-555-5685,20,7
330-555-5686,6,5
330-555-5687,0,6
330-555-5688,9,4
330-555-5689,16,6
330-555-5690,7,4
330-555-5691,8,9
330-555-5692,12,1
330-555-5693,2,3
330-555-5694,1,6
330-555-5695,5,1
330-555-5696,12,9
330-555-5697,4,0
330-555-5698,10,8
330-555-5699,18,8
330-555-5700,8,3
330-555-5701,18,9
330-555-5702,13,3
330-555-5703,9,5
330-555-5704,7,10
330-555-5705,10,4
330-555-5706,7,5
330-555-5707,17,5
330-555-5708,0,1
330-555-5709,20,0
330-555-5710,6,1
330-555-5711,16,1
330-555-5712,4,5
330-555-5713,13,8
330-555-5714,14,4
330-555-5715,16,8
330-555-5716,1,0
330-555-5717,8,10
330-555-5718,20,0
330-555-5719,12,0
330-555-5720,2,7
330-555-5721,12,4
330-555-5722,1,6
330-555-5723,14,2
330-555-5724,18,0
330-555-5725,11,8
330-555-5726,6,4
330-555-5727,11,6
330-555-5728,15,5
330-555-5729,0,6
330-555-5730,6,4
330-555-5731,7,5
330-555-5732,15,2
330-555-5733,2,1
330-555-5734,8,5
330-555-5735,7,5
330-555-5736,13,9
330-555-5737,19,9
330-555-5738,9,7
330-555-5739,20,0
330-555-5740,18,4
330-555-5741,6,3
330-555-5742,13,9
330-555-5743,10,2
330-555-5744,17,6
330-555-5745,4,1
330-555-5746,5,5
330-555-5747,19,4
330-555-5748,5,2
330-555-5749,4,2
330-555-5750,18,6
330-555-5751,14,1
330-555-5752,6,5
330-555-5753,17,5
330-555-5754,0,10
330-555-5755,3,7
330-555-5756,20,1
330-555-5757,19,0
330-555-5758,2,0
330-555-5759,12,9
330-555-5760,14,1
330-555-5761,8,5
330-555-5762,13,2
330-555-5763,17,8
330-555-5764,7,0
330-555-5765,9,2
330-555-5766,15,6
330-555-5767,17,2
330-555-5768,20,4
330-555-5769,10,9
330-555-5770,3,0
330-555-5771,18,4
330-555-5772,4,5
330-555-5773,11,8
330-555-5774,13,8
330-555-5775,14,8
330-555-5776,13,6
330-555-5777,6,2
330-555-5778,10,8
330-555-5779,16,8
330-555-5780,6,7
330-555-5781,11,5
330-555-5782,11,6
330-555-5783,9,4
330-555-5784,1,9
330-555-5785,15,10
330-555-5786,2,4
330-555-5787,15,8
330-555-5788,13,8
330-555-5789,8,0
330-555-5790,18,0
330-555-5791,6,10
330-555-5792,13,9
330-555-5793,17,2
330-555-5794,3,8
330-555-5795,1,5
330-555-5796,18,7
330-555-5797,0,0
330-555-5798,1,10
330-555-5799,0,3
330-555-5800,1,8
330-555-5801,1,7
330-555-5802,0,3
330-555-5803,6,3
330-555-5804,1,7
330-555-5805,12,3
330-555-5806,6,10
330-555-5807,15,0
330-555-5808,19,6
330-555-5809,18,9
330-555-5810,2,2
330-555-5811,9,9
330-555-5812,6,1
330-555-5813,17,8
330-555-5814,2,5
330-555-5815,9,9
330-555-5816,11,3
330-555-5817,7,7
330-555-5818,3,2
330-555-5819,11,0
330-555-5820,4,2
330-555-5821,8,6
330-555-5822,2,6
330-555-5823,20,5
330-555-5824,13,3
330-555-5825,10,5
330-555-5826,17,7
330-555-5827,9,3
330-555-5828,0,0
330-555-5829,17,3
330-555-5830,5,0
330-555-5831,5,1
330-555-5832,2,0
330-555-5833,20,4
330-555-5834,7,3
330-555-5835,3,5
330-555-5836,3,6
330-555-5837,1,9
330-555-5838,5,7
330-555-5839,12,10
330-555-5840,18,10
330-555-5841,2,1
330-555-5842,18,2
330-555-5843,6,0
330-555-5844,14,5
330-555-5845,18,1
330-555-5846,13,6
330-555-5847,10,6
330-555-5848,4,2
330-555-5849,8,7
330-555-5850,13,0
330-555-5851,13,4
330-555-5852,12,2
330-555-5853,2,9
330-555-5854,19,1
330-555-5855,13,9
330-555-5856,16,4
330-555-5857,20,8
330-555-5858,15,7
330-555-5859,11,1
330-555-5860,20,7
330-555-5861,16,0
330-555-5862,11,1
330-555-5863,14,5
330-555-5864,11,2
330-555-5865,0,4
330-555-5866,6,1
330-555-5867,17,6
330-555-5868,4,10
330-555-5869,0,9
330-555-5870,8,1
330-555-5871,11,7
330-555-5872,10,5
330-555-5873,17,7
330-555-5874,0,1
330-555-5875,10,1
330-555-5876,3,10
330-555-5877,9,1
330-555-5878,11,7
330-555-5879,11,2
330-555-5880,20,10
330-555-5881,0,3
330-555-5882,1,6
330-555-5883,18,9
330-555-5884,3,9
330-555-5885,16,1
330-555-5886,11,6
330-555-5887,13,5
330-555-5888,19,7
330-555-5889,5,1
330-555-5890,12,1
330-555-5891,3,4
330-555-5892,9,9
330-555-5893,0,0
330-555-5894,10,4
330-555-5895,20,1
330-555-5896,8,2
330-555-5897,6,0
330-555-5898,17,1
330-555-5899,4,10
330-555-5900,11,2
330-555-5901,18,5
330-555-5902,4,0
330-555-5903,7,5
330-555-5904,5,5
330-555-5905,1,6
330-555-5906,20,0
330-555-5907,1,1
330-555-5908,0,2
330-555-5909,15,8
330-555-5910,1,7
330-555-5911,5,10
330-555-5912,11,1
330-555-5913,10,1
330-555-5914,14,5
330-555-5915,1,6
330-555-5916,5,0
330-555-5917,14,8
330-555-5918,10,1
330-555-5919,19,0
330-555-5920,13,8
330-555-5921,16,0
330-555-5922,18,8
330-555-5923,9,4
330-555-5924,16,7
330-555-5925,4,6
330-555-5926,14,3
330-555-5927,19,4
330-555-5928,10,5
330-555-5929,2,10
330-555-5930,19,0
330-555-5931,17,4
330-555-5932,7,2
330-555-5933,4,6
330-555-5934,19,10
330-555-5935,19,0
330-555-5936,6,9
330-555-5937,18,9
330-555-5938,14,0
330-555-5939,1,8
330-555-5940,15,10
330-555-5941,6,4
330-555-5942,16,3
330-555-5943,14,3
330-555-5944,16,6
330-555-5945,11,1
330-555-5946,19,0
330-555-5947,20,6
330-555-5948,5,10
330-555-5949,18,0
330-555-5950,19,4
330-555-5951,12,8
330-555-5952,6,3
330-555-5953,20,8
330-555-5954,4,1
330-555-5955,11,8
330-555-5956,12,0
330-555-5957,11,8
330-555-5958,7,9
330-555-5959,19,0
330-555-5960,20,7
330-555-5961,15,9
330-555-5962,20,5
330-555-5963,13,3
330-555-5964,1,10
330-555-5965,16,1
330-555-5966,3,3
330-555-5967,3,7
330-555-5968,7,8
330-555-5969,14,8
330-555-5970,6,5
330-555-5971,16,8
330-555-5972,18,0
330-555-5973,14,5
330-555-5974,10,1
330-555-5975,5,0
330-555-5976,4,2
330-555-5977,6,6
330-555-5978,8,2
330-555-5979,16,9
330-555-5980,14,4
330-555-5981,14,10
330-555-5982,10,1
330-555-5983,0,8
330-555-5984,15,2
330-555-5985,2,7
330-555-5986,8,4
330-555-5987,20,5
330-555-5988,11,4
330-555-5989,2,2
330-555-5990,5,6
330-555-5991,13,3
330-555-5992,10,9
330-555-5993,8,2
330-555-5994,4,1
330-555-5995,7,3
330-555-5996,3,3
330-555-5997,12,6
330-555-5998,7,1
330-555-5999,19,4
330-555-6000,10,1
330-555-6001,15,1
330-555-6002,16,6
330-555-6003,9,0
330-555-6004,16,0
330-555-6005,4,3
330-555-6006,2,4
330-555-6007,8,8
330-555-6008,11,1
330-555-6009,20,8
330-555-6010,1,5
330-555-6011,15,0
330-555-6012,6,9
330-555-6013,19,1
330-555-6014,2,5
330-555-6015,16,0
330-555-6016,16,7
330-555-6017,17,3
330-555-6018,5,9
330-555-6019,6,5
330-555-6020,14,4
330-555-6021,19,0
330-555-6022,18,8
330-555-6023,1,8
330-555-6024,3,9
330-555-6025,16,6
330-555-6026,17,4
330-555-6027,2,9
330-555-6028,1,4
330-555-6029,10,2
330-555-6030,17,9
330-555-6031,14,4
330-555-6032,17,6
330-555-6033,12,8
330-555-6034,19,9
330-555-6035,4,0
330-555-6036,18,10
330-555-6037,7,6
330-555-6038,3,6
330-555-6039,2,9
330-555-6040,1,5
330-555-6041,15,9
330-555-6042,6,1
330-555-6043,19,3
330-555-6044,5,5
330-555-6045,15,2
330-555-6046,15,2
330-555-6047,1,4
330-555-6048,16,2
330-555-6049,14,3
330-555-6050,5,7
330-555-6051,5,2
330-555-6052,1,0
330-555-6053,2,1
330-555-6054,14,1
330-555-6055,3,2
330-555-6056,9,6
330-555-6057,1,4
330-555-6058,2,9
330-555-6059,2,4
330-555-6060,8,9
330-555-6061,8,10
330-555-6062,17,10
330-555-6063,13,7
330-555-6064,13,0
330-555-6065,14,3
330-555-6066,7,1
330-555-6067,2,2
330-555-6068,17,3
330-555-6069,17,9
330-555-6070,18,9
330-555-6071,8,7
330-555-6072,20,6
330-555-6073,10,10
330-555-6074,3,2
330-555-6075,11,7
330-555-6076,11,10
330-555-6077,0,6
330-555-6078,1,8
330-555-6079,14,4
330-555-6080,10,5
330-555-6081,15,0
330-555-6082,19,10
330-555-6083,17,8
330-555-6084,2,0
330-555-6085,4,8
330-555-6086,10,4
330-555-6087,4,2
330-555-6088,18,3
330-555-6089,1,9
330-555-6090,4,8
330-555-6091,1,1
330-555-6092,16,7
330-555-6093,13,9
330-555-6094,19,6
330-555-6095,2,8
330-555-6096,8,0
330-555-6097,20,6
330-555-6098,11,2
330-555-6099,19,3
330-555-6100,3,3
330-555-6101,17,0
330-555-6102,16,0
330-555-6103,0,9
330-555-6104,19,1
330-555-6105,14,8
330-555-6106,18,3
330-555-6107,13,9
330-555-6108,3,4
330-555-6109,11,3
330-555-6110,16,4
330-555-6111,14,8
330-555-6112,20,8
330-555-6113,2,8
330-555-6114,14,10
330-555-6115,3,4
330-555-6116,12,5
330-555-6117,0,4
330-555-6118,8,10
330-555-6119,12,6
330-555-6120,11,8
330-555-6121,19,7
330-555-6122,19,8
330-555-6123,17,7
330-555-6124,9,2
330-555-6125,4,8
330-555-6126,15,9
330-555-6127,19,3
330-555-6128,17,0
330-555-6129,5,8
330-555-6130,5,8
330-555-6131,0,8
330-555-6132,13,10
330-555-6133,8,2
330-555-6134,10,4
330-555-6135,0,6
330-555-6136,2,6
330-555-6137,1,9
330-555-6138,1,6
330-555-6139,4,0
330-555-6140,20,4
330-555-6141,3,10
330-555-6142,6,9
330-555-6143,16,6
330-555-6144,12,10
330-555-6145,10,1
330-555-6146,11,1
330-555-6147,15,5
330-555-6148,7,4
330-555-6149,12,5
330-555-6150,15,1
330-555-6151,1,9
330-555-6152,9,10
330-555-6153,20,4
330-555-6154,19,2
330-555-6155,19,8
330-555-6156,4,4
330-555-6157,20,10
330-555-6158,17,9
330-555-6159,16,10
330-555-6160,17,2
330-555-6161,19,2
330-555-6162,15,5
330-555-6163,13,8
330-555-6164,11,5
330-555-6165,5,8
330-555-6166,3,0
330-555-6167,19,5
330-555-6168,12,1
330-555-6169,7,3
330-555-6170,0,0
330-555-6171,9,9
330-555-6172,19,9
330-555-6173,14,8
330-555-6174,9,9
330-555-6175,3,2
330-555-6176,0,8
330-555-6177,14,1
330-555-6178,12,5
330-555-6179,6,10
330-555-6180,12,3
330-555-6181,4,4
330-555-6182,12,6
330-555-6183,7,0
330-555-6184,12,6
330-555-6185,18,4
330-555-6186,15,1
330-555-6187,20,3
330-555-6188,13,10
330-555-6189,16,3
330-555-6190,19,4
330-555-6191,17,8
330-555-6192,6,8
330-555-6193,20,3
330-555-6194,6,8
330-555-6195,9,2
330-555-6196,11,9
330-555-6197,0,6
330-555-6198,10,0
330-555-6199,8,10
330-555-6200,9,9
330-555-6201,10,7
330-555-6202,4,9
330-555-6203,8,4
330-555-6204,2,9
330-555-6205,8,9
330-555-6206,15,7
330-555-6207,14,2
330-555-6208,11,5
330-555-6209,12,0
330-555-6210,5,3
330-555-6211,4,3
330-555-6212,3,4
330-555-6213,1,3
330-555-6214,16,7
330-555-6215,5,4
330-555-6216,9,7
330-555-6217,8,1
330-555-6218,19,8
330-555-6219,8,8
330-555-6220,9,4
330-555-6221,3,1
330-555-6222,12,10
